field,missing_values,missing_percentage
CODE_BCT,0,0.0
TYPE_ENG_BIAT,0,0.0
TYPE_ENCOURS,0,0.0
MONTANT_DECLARATION,0,0.0
SEGMENT_CRDT,0,0.0
