ID_BCT,TYPE_ID_BCT,CODE_BCT,MONT_ENCR_CRDT,CODE_OPERATION,STATUT_DECLR,DATE_MODIFICATION,DAT_SIT
BCT158593617407,01,0220,3076.107,N,1,,20250930
BCT158593617407,01,0220,3100.0,N,1,,20250930
BCT918721697152,01,0220,14652.021,N,1,,20250930
BCT918721697152,01,0220,27047.295,N,1,,20250930
BCT151075591338,01,0220,500.0,N,1,,20250930
BCT918721697152,01,0220,30467.165,N,1,,20250930
BCT918721697152,01,0220,17580.45,N,1,,20250930
BCT918721697152,01,0220,33682.593,N,1,,20250930
BCT918721697152,01,0220,35545.062,N,1,,20250930
BCT918721697152,01,0220,25347.357,N,1,,20250930
BCT918721697152,01,0220,57606.0,N,1,,20250930
BCT918721697152,01,0220,27832.5,N,1,,20250930
BCT918721697152,01,0220,36987.877,N,1,,20250930
BCT918721697152,01,0220,17476.02,N,1,,20250930
BCT918721697152,01,0220,47279.96,N,1,,20250930
BCT918721697152,01,0220,116506.8,N,1,,20250930
BCT151075591338,01,0220,458769.821,N,1,,20250930
BCT918721697152,01,0220,2500.0,N,1,,20250930
BCT918721697152,01,0220,5500.0,N,1,,20250930
BCT708249147408,01,0220,6600.0,N,1,,20250930
BCT918721697152,01,0220,2500.0,N,1,,20250930
BCT918721697152,01,0220,8000.0,N,1,,20250930
BCT918721697152,01,0220,3500.0,N,1,,20250930
BCT918721697152,01,0220,2000.0,N,1,,20250930
BCT918721697152,01,0220,6000.0,N,1,,20250930
BCT708249147408,01,0220,400.0,N,1,,20250930
BCT918721697152,01,0220,8000.0,N,1,,20250930
BCT918721697152,01,0220,9000.0,N,1,,20250930
BCT918721697152,01,0220,9000.0,N,1,,20250930
BCT918721697152,01,0220,5000.0,N,1,,20250930
BCT392409383406,01,0220,474.348,N,1,,20250930
BCT393403140933,01,0220,1072.683,N,1,,20250930
BCT905484795966,01,0220,5964.683999999999,N,1,,20250930
BCT249425775517,01,0220,2479.392,N,1,,20250930
BCT705040380781,01,0230,391.656,N,1,,20250930
BCT988590865499,01,0220,8.999,N,1,,20250930
BCT138838282192,01,0220,3100.702,N,1,,20250930
BCT699203633362,01,0220,1.881,N,1,,20250930
BCT328796613429,01,0220,29.754,N,1,,20250930
BCT533228117699,01,0220,1.874,N,1,,20250930
BCT586365894032,01,0220,20250.178,N,1,,20250930
BCT265931956675,01,0220,6507.608,N,1,,20250930
BCT670669406951,01,0220,470.831,N,1,,20250930
BCT016735803795,01,0220,38.178,N,1,,20250930
BCT856662940140,01,0220,2.693,N,1,,20250930
BCT725719984765,01,0220,16.042,N,1,,20250930
BCT453844621314,01,0220,1.825,N,1,,20250930
BCT307997960776,01,0220,4225.295,N,1,,20250930
BCT528841595710,01,0220,9972.069,N,1,,20250930
BCT738038697023,01,0220,7554.182000000001,N,1,,20250930
BCT250932710290,01,0220,2188.771,N,1,,20250930
BCT182814532325,01,0220,6370.289000000001,N,1,,20250930
BCT283125178161,01,0220,7318.23,N,1,,20250930
BCT939524279455,01,0220,8486.384,N,1,,20250930
BCT818217994731,01,0220,9715.189,N,1,,20250930
BCT205697847406,01,0220,4069.435,N,1,,20250930
BCT897445399670,01,0220,1045.615,N,1,,20250930
BCT953231173895,01,0220,8834.644,N,1,,20250930
BCT363902238985,01,0220,9825.548,N,1,,20250930
BCT455726997630,01,0220,11455.655,N,1,,20250930
BCT054231860631,01,0220,15.787,N,1,,20250930
BCT798514837562,01,0220,6044.476000000001,N,1,,20250930
BCT370004714357,01,0220,12353.714,N,1,,20250930
BCT417175429641,01,0220,13690.708,N,1,,20250930
BCT303149315711,01,0220,3196.682,N,1,,20250930
BCT224367326588,01,0230,961.142,N,1,,20250930
BCT101489856487,01,0220,3351.859,N,1,,20250930
BCT333476247756,01,0220,8926.230000000001,N,1,,20250930
BCT719159420934,01,0220,12322.779,N,1,,20250930
BCT797480367185,01,0220,2639.893,N,1,,20250930
BCT915562132865,01,0220,10085.221,N,1,,20250930
BCT935541468807,01,0220,1300.649,N,1,,20250930
BCT171933751642,01,0220,6840.124,N,1,,20250930
BCT818217994731,01,0220,814.04,N,1,,20250930
BCT014323869335,01,0220,5121.108,N,1,,20250930
BCT520751891444,01,0220,12067.838,N,1,,20250930
BCT128687611878,01,0220,19906.171,N,1,,20250930
BCT490559863524,01,0220,6.681,N,1,,20250930
BCT719619698502,01,0220,13529.438,N,1,,20250930
BCT823256767512,01,0220,34.096,N,1,,20250930
BCT797480367185,01,0220,16973.299,N,1,,20250930
BCT051113573802,01,0220,24484.765,N,1,,20250930
BCT169256984320,01,0220,1751.312,N,1,,20250930
BCT281826168982,01,0220,17713.478000000003,N,1,,20250930
BCT189149973531,01,0220,14238.306,N,1,,20250930
BCT503857405152,01,0220,11319.171,N,1,,20250930
BCT333476247756,01,0220,2441.894,N,1,,20250930
BCT947386090432,01,0220,3397.733,N,1,,20250930
BCT181193089050,01,0220,16819.99,N,1,,20250930
BCT587058100528,01,0220,10577.183,N,1,,20250930
BCT718509258777,01,0220,14553.334,N,1,,20250930
BCT530809608464,01,0220,18052.849,N,1,,20250930
BCT439292554690,01,0220,185.783,N,1,,20250930
BCT128932758322,01,0220,25983.523,N,1,,20250930
BCT286190451385,01,0220,11131.614,N,1,,20250930
BCT292748253884,01,0220,22006.93,N,1,,20250930
BCT011978776899,01,0220,38791.382000000005,N,1,,20250930
BCT863325773629,01,0220,15495.748,N,1,,20250930
BCT128687611878,01,0220,6342.006,N,1,,20250930
BCT125267148401,01,0220,27775.796,N,1,,20250930
BCT161008933837,01,0220,12499.451,N,1,,20250930
BCT966941804144,01,0220,10712.6,N,1,,20250930
BCT074274645379,01,0220,544.803,N,1,,20250930
BCT223476506607,01,0220,32861.049,N,1,,20250930
BCT404626959972,01,0220,18131.051,N,1,,20250930
BCT034672274141,01,0220,19987.003,N,1,,20250930
BCT852768915664,01,0220,3577.213,N,1,,20250930
BCT929878434886,01,0220,199.231,N,1,,20250930
BCT661658049207,01,0220,662.001,N,1,,20250930
BCT967279943983,01,0220,57.237,N,1,,20250930
BCT188243198067,01,0220,16987.589,N,1,,20250930
BCT512667046453,01,0220,9442.467000000002,N,1,,20250930
BCT114811003958,01,0220,14900.307,N,1,,20250930
BCT823447775226,01,0220,4590.366,N,1,,20250930
BCT231721511502,01,0220,7025.176,N,1,,20250930
BCT776490618113,01,0220,15828.113,N,1,,20250930
BCT666209586748,01,0220,17640.924,N,1,,20250930
BCT629407958788,01,0220,142.142,N,1,,20250930
BCT314342658625,01,0220,27042.102,N,1,,20250930
BCT335054325227,01,0220,187.605,N,1,,20250930
BCT148221492341,01,0220,22266.67,N,1,,20250930
BCT589938163629,01,0220,18224.432,N,1,,20250930
BCT953231173895,01,0220,2139.797,N,1,,20250930
BCT160950447076,01,0220,23620.972,N,1,,20250930
BCT249425775517,01,0220,21271.515,N,1,,20250930
BCT462210624143,01,0220,13296.009999999998,N,1,,20250930
BCT898959661281,01,0220,15027.047,N,1,,20250930
BCT586417000600,01,0220,3.646,N,1,,20250930
BCT678820180960,01,0220,17161.487,N,1,,20250930
BCT867780545197,01,0220,17197.684999999998,N,1,,20250930
BCT169256984320,01,0220,12.762,N,1,,20250930
BCT396799015488,01,0220,4235.061,N,1,,20250930
BCT998574434202,01,0220,158.32,N,1,,20250930
BCT241026638222,01,0220,13251.282,N,1,,20250930
BCT811090212758,01,0220,7447.276,N,1,,20250930
BCT852768915664,01,0220,371.973,N,1,,20250930
BCT179534158467,01,0220,25406.86,N,1,,20250930
BCT966941804144,01,0220,9780.766,N,1,,20250930
BCT765418357298,01,0220,9539.14,N,1,,20250930
BCT187517682381,01,0220,75.649,N,1,,20250930
BCT640534868097,01,0220,30852.286,N,1,,20250930
BCT511276275445,01,0220,16.797,N,1,,20250930
BCT265956802854,01,0220,29632.469,N,1,,20250930
BCT228506416610,01,0220,25211.458,N,1,,20250930
BCT195285881840,01,0220,6853.783,N,1,,20250930
BCT456092021836,01,0220,41.137,N,1,,20250930
BCT926224768014,01,0220,21200.083,N,1,,20250930
BCT485227245444,01,0220,20.833,N,1,,20250930
BCT939900816952,01,0220,9.528,N,1,,20250930
BCT196828332406,01,0220,21.438,N,1,,20250930
BCT375600211631,01,0220,10083.333,N,1,,20250930
BCT877438114684,01,0220,25007.118,N,1,,20250930
BCT696930103718,01,0220,12106.167,N,1,,20250930
BCT827921632040,01,0220,5037.431,N,1,,20250930
BCT082365601824,01,0220,95561.033,N,1,,20250930
BCT082365601824,01,0220,88514.445,N,1,,20250930
BCT082365601824,01,0220,79552.02,N,1,,20250930
BCT082365601824,01,0220,81188.407,N,1,,20250930
